category,total_count,available_count,markdown_count,median_price,median_markdown_percent
"Інтернет магазин,Аксесуари до екшн-камер,Аксесуари до екшн-камер Zomei",1,,,,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Aurora",1,1.0,,29.0,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Braun",30,8.0,,949.0,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Gillette",3,,,,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв MPM",1,,,,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Panasonic",31,4.0,,749.0,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Philips",30,13.0,,999.0,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Proficare",1,,,517.0,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Remington",25,11.0,,769.0,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Rotex",4,,,99.0,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Vitek",2,,,,
"Інтернет магазин,Аксесуари до електробритв,Аксесуари до електробритв Xiaomi",2,1.0,,324.0,
"Інтернет магазин,Аксесуари до епіляторів,Аксесуари до епіляторів Braun",3,,,219.0,
"Інтернет магазин,Аксесуари до епіляторів,Аксесуари до епіляторів Panasonic",3,,,379.0,
"Інтернет магазин,Аксесуари до епіляторів,Аксесуари до епіляторів Remington",3,,,1269.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Ballu",1,,,200.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Beko",1,,,,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Boneco",8,,,1370.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Daikin",1,,,,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Electrolux",7,,,639.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Ergo",1,,,599.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Esperanza",1,,,299.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Gorenje",2,,,484.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Hoover",1,,,,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Idea",1,1.0,,699.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки LG",2,2.0,1.0,2449.0,30.773965225419296
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Maxcan",7,,,100.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Midea",4,2.0,,797.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Neoclima",3,,,251.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Panasonic",10,,,3199.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Philips",7,4.0,,699.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Saturn",1,,,104.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Sharp",4,1.0,,2027.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Soler&Palau",2,2.0,,3309.5,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Toshiba",4,,,1399.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки WetAir",1,,,100.0,
"Інтернет магазин,Аксесуари до кліматичної техніки,Аксесуари до кліматичної техніки Xiaomi",2,1.0,,799.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів ATMOR",1,1.0,,252.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Airfel",1,1.0,,849.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Ariston",2,1.0,,1087.5,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів BAXI",3,,,1576.5,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Bosch",111,87.0,,2986.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Buderus",1,,,,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Dani",1,,,,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Drazice",7,,,4137.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів EMMETI",2,2.0,,830.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Electrolux",2,,,399.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Ferroli",2,,,1221.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Fiv",1,,,,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Helo",2,,,,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Hi-Therm",2,,,913.5,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Honeywell",1,,,,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів ITAP",1,1.0,,399.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Icma",1,,,,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Immergas",1,,,,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Koer",6,6.0,,348.5,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів NN",5,4.0,,5517.5,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів NOVA FLORIDA",2,,,,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів Noirot",2,2.0,,499.0,
"Інтернет магазин,Аксесуари до котлів, бойлерів,Аксесуари до котлів, бойлерів POER",4,,,3782.0,
